hour,day_of_week,month,temperature,humidity,wind_speed,cloud_cover,precipitation,weather_description_Berawan,weather_description_Cerah,weather_description_Cerah Berawan,weather_description_Hujan Ringan,weather_description_Hujan Sedang
-0.8250286473253902,-1.3700181531770526,0.0,-0.15198702140211065,0.2984841454030193,-0.29853558861186275,-1.7459402196410356,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-0.6783568878008763,-1.3700181531770526,0.0,0.19875225875660607,-0.2315934066869098,1.0489828480581966,-1.8876705266641536,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-0.5316851282763625,-1.3700181531770526,0.0,0.5494915389153228,-0.761670958776839,1.0489828480581966,-2.6317546385355235,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-0.3850133687518487,-1.3700181531770526,0.0,0.9002308190740395,-1.0645724171139412,0.1615926580559623,-0.15147426563095762,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
-0.23834160922733494,-1.3700181531770526,0.0,1.601709379391473,-1.140297781698217,1.6405763080596865,-0.6829629169676502,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
-0.09166984970282113,-1.3700181531770526,0.0,1.601709379391473,-0.9888470525296658,1.6405763080596865,0.09655377165949897,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.055001909821692674,-1.3700181531770526,0.0,1.2509700992327561,-0.9888470525296658,1.6405763080596865,-0.15147426563095762,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.20167366934620648,-1.3700181531770526,0.0,0.9002308190740395,-1.0645724171139412,1.6734426113931025,0.6280424229961916,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.3483454288707203,-1.3700181531770526,0.0,0.19875225875660607,-0.9888470525296658,1.6734426113931025,0.2737166554383965,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.49501718839523406,-1.3700181531770526,0.0,0.19875225875660607,-0.4587695004397366,1.6734426113931025,-0.4703674564329732,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.6416889479197478,-1.3700181531770526,0.0,-0.15198702140211065,0.14703341623446817,1.246180668058693,0.45087953921729407,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.7883607074442617,-1.3700181531770526,0.0,-0.5027263015608274,0.7528363329086729,1.246180668058693,0.309149232194176,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.9350324669687755,-1.3700181531770526,0.0,-0.5027263015608274,0.7528363329086729,1.246180668058693,0.13198634841527848,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
1.0817042264932892,-1.3700181531770526,0.0,-0.8534655817195441,1.0557377912457753,-1.6131877219485062,0.238284078682617,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
1.2283759860178032,-1.3700181531770526,0.0,-0.8534655817195441,0.9800124266614997,-1.6131877219485062,0.309149232194176,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
1.375047745542317,-1.3700181531770526,0.0,-1.2042048618782608,1.0557377912457753,-1.6131877219485062,-0.25777199589829614,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
1.5217195050668306,-1.3700181531770526,0.0,-1.2042048618782608,1.0557377912457753,-1.087326868613849,0.34458180894995555,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.8517309639969868,-0.8893100292552798,0.0,-1.5549441420369776,1.1314631558300507,-1.087326868613849,0.309149232194176,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.7050592044724728,-0.8893100292552798,0.0,-1.5549441420369776,1.1314631558300507,-1.087326868613849,0.4154469624615146,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.558387444947959,-0.8893100292552798,0.0,-1.2042048618782608,1.1314631558300507,-0.9229953519467685,0.34458180894995555,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.4117156854234454,-0.8893100292552798,0.0,-1.2042048618782608,1.1314631558300507,-0.9229953519467685,0.309149232194176,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.2650439258989314,-0.8893100292552798,0.0,-0.8534655817195441,1.1314631558300507,-0.9229953519467685,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.1183721663744177,-0.8893100292552798,0.0,-0.5027263015608274,1.2071885204143264,-1.120193171947265,0.309149232194176,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-0.9717004068499039,-0.8893100292552798,0.0,0.19875225875660607,0.9800124266614997,-1.120193171947265,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-0.8250286473253902,-0.8893100292552798,0.0,0.5494915389153228,0.5256602391558461,-1.120193171947265,0.238284078682617,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-0.6783568878008763,-0.8893100292552798,0.0,0.5494915389153228,-0.00441731293408303,-0.8572627452799363,0.238284078682617,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-0.5316851282763625,-0.8893100292552798,0.0,0.9002308190740395,-0.6102202296082878,-0.8572627452799363,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-0.3850133687518487,-0.8893100292552798,0.0,1.601709379391473,-0.9131216879453902,-0.8572627452799363,0.238284078682617,3.946003137708645,0.0,0.0,0.0,0.0,1.0
-0.23834160922733494,-0.8893100292552798,0.0,2.3031879397089066,-0.6859455941925634,-1.2845246886143455,0.309149232194176,3.946003137708645,0.0,0.0,0.0,0.0,1.0
-0.09166984970282113,-0.8893100292552798,0.0,1.601709379391473,0.14703341623446817,-1.2845246886143455,0.309149232194176,3.946003137708645,0.0,0.0,0.0,0.0,1.0
0.055001909821692674,-0.8893100292552798,0.0,1.601709379391473,-0.15586804210263422,-1.2845246886143455,0.2737166554383965,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.20167366934620648,-0.8893100292552798,0.0,1.2509700992327561,-0.08014267751835862,0.06299374805571409,0.2737166554383965,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.3483454288707203,-0.8893100292552798,0.0,0.5494915389153228,0.14703341623446817,0.06299374805571409,0.309149232194176,0.9178952142871427,0.0,0.0,0.0,1.0,0.0
0.49501718839523406,-0.8893100292552798,0.0,0.19875225875660607,0.22275878081874376,0.06299374805571409,0.48631211597307356,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
0.6416889479197478,-0.8893100292552798,0.0,-0.15198702140211065,0.5256602391558461,-0.8901290486133524,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
0.7883607074442617,-0.8893100292552798,0.0,-0.5027263015608274,0.6013856037401217,-0.8901290486133524,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
0.9350324669687755,-0.8893100292552798,0.0,-0.5027263015608274,0.7528363329086729,-0.8901290486133524,-0.36406972616563466,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
1.0817042264932892,-0.8893100292552798,0.0,-0.8534655817195441,0.7528363329086729,-0.5614660152791916,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
1.2283759860178032,-0.8893100292552798,0.0,-0.8534655817195441,0.7528363329086729,-0.5614660152791916,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
1.375047745542317,-0.8893100292552798,0.0,-0.8534655817195441,0.9042870620772241,-0.5614660152791916,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
1.5217195050668306,-0.8893100292552798,0.0,-1.2042048618782608,0.9800124266614997,-0.7586638352796881,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.8517309639969868,-0.40860190533350693,0.0,-1.2042048618782608,1.0557377912457753,-0.7586638352796881,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.7050592044724728,-0.40860190533350693,0.0,-1.2042048618782608,1.1314631558300507,-0.7586638352796881,0.16741892517105797,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-1.558387444947959,-0.40860190533350693,0.0,-1.2042048618782608,1.1314631558300507,-1.514588811948258,-0.22233941914251662,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-1.4117156854234454,-0.40860190533350693,0.0,-1.2042048618782608,1.2071885204143264,-1.514588811948258,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-1.2650439258989314,-0.40860190533350693,0.0,-0.8534655817195441,1.1314631558300507,-1.514588811948258,-0.009743958607839567,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-1.1183721663744177,-0.40860190533350693,0.0,-0.5027263015608274,1.2071885204143264,-0.6600649252794399,0.2737166554383965,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-0.9717004068499039,-0.40860190533350693,0.0,-0.15198702140211065,1.0557377912457753,-0.6600649252794399,0.2737166554383965,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
-0.8250286473253902,-0.40860190533350693,0.0,0.5494915389153228,0.6013856037401217,-0.6600649252794399,-0.2932045726540756,1.2964087047148307,0.0,0.0,0.0,1.0,0.0
-0.6783568878008763,-0.40860190533350693,0.0,1.2509700992327561,-0.08014267751835862,-0.6600649252794399,0.34458180894995555,1.2964087047148307,0.0,0.0,0.0,1.0,0.0
-0.5316851282763625,-0.40860190533350693,0.0,1.601709379391473,-0.3073187712711854,-0.6600649252794399,-0.22233941914251662,1.2964087047148307,0.0,0.0,0.0,1.0,0.0
-0.3850133687518487,-0.40860190533350693,0.0,1.9524486595501898,-0.5344948650240122,1.3447795780589415,0.06112119490371945,1.2964087047148307,0.0,0.0,0.0,1.0,0.0
-0.23834160922733494,-0.40860190533350693,0.0,2.3031879397089066,-0.9131216879453902,1.3447795780589415,0.38001438570573504,1.2964087047148307,0.0,0.0,0.0,1.0,0.0
-0.09166984970282113,-0.40860190533350693,0.0,1.601709379391473,-0.3073187712711854,1.3447795780589415,0.309149232194176,1.2964087047148307,0.0,0.0,0.0,1.0,0.0
0.055001909821692674,-0.40860190533350693,0.0,1.2509700992327561,0.07130805165019256,1.3447795780589415,0.5926098462404121,1.7506248932280557,0.0,0.0,0.0,1.0,0.0
0.20167366934620648,-0.40860190533350693,0.0,1.2509700992327561,-0.08014267751835862,1.3447795780589415,0.6280424229961916,1.7506248932280557,0.0,0.0,0.0,1.0,0.0
0.3483454288707203,-0.40860190533350693,0.0,0.9002308190740395,-0.00441731293408303,1.3447795780589415,0.6280424229961916,1.7506248932280557,0.0,0.0,0.0,1.0,0.0
0.49501718839523406,-0.40860190533350693,0.0,0.19875225875660607,0.2984841454030193,-0.39713449861211125,0.4154469624615146,1.7506248932280557,0.0,0.0,0.0,1.0,0.0
0.6416889479197478,-0.40860190533350693,0.0,-0.15198702140211065,0.6013856037401217,-0.39713449861211125,0.6280424229961916,1.7506248932280557,0.0,0.0,0.0,1.0,0.0
0.7883607074442617,-0.40860190533350693,0.0,-0.5027263015608274,0.7528363329086729,-0.39713449861211125,0.309149232194176,1.7506248932280557,0.0,0.0,0.0,1.0,0.0
0.9350324669687755,-0.40860190533350693,0.0,-0.5027263015608274,0.8285616974929485,-0.39713449861211125,0.5926098462404121,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
1.0817042264932892,-0.40860190533350693,0.0,-0.8534655817195441,0.9042870620772241,-0.39713449861211125,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
1.2283759860178032,-0.40860190533350693,0.0,-0.8534655817195441,0.9042870620772241,-0.39713449861211125,0.13198634841527848,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
1.375047745542317,-0.40860190533350693,0.0,-0.8534655817195441,0.9042870620772241,0.12872635472254632,-0.8955583775023274,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
1.5217195050668306,-0.40860190533350693,0.0,-1.2042048618782608,0.9800124266614997,0.12872635472254632,-0.045176535363619076,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
